"","word","ninos","author","proportion"
"1","al decir pelota puede que sea que brinca mucho y grita",NA,"ninas",0.00471698113207547
"2","a mi me gusta jugar futbol con la pelota porque suena",NA,"ninas",0.00471698113207547
"3","bueno si es bebe si y si no tambien grita y grita",0.00462962962962963,"ninas",NA
"4","chilla mucho cuando no tiene lo que quiere",NA,"ninas",0.00471698113207547
"5","circular comelona",0.00462962962962963,"ninas",NA
"6","creo que es mi hermano pero grita mucho",0.00462962962962963,"ninas",NA
"7","creo que quiere decir que mi hermano grita mucho pero la parte de la pelota no la entiendo",NA,"ninas",0.00471698113207547
"8","cuando un hermanito grita porque quiere algo",0.00462962962962963,"ninas",NA
"9","de que mi pelota es muy gritona como mi hermano",0.00462962962962963,"ninas",NA
"10","(dormido)",0.00462962962962963,"ninas",NA
"11","el hermano siempre esta gritando como una pelota que siempre rebota",NA,"ninas",0.00471698113207547
"12","el nino siempre esta gritando",NA,"ninas",0.00471698113207547
"13","es como cuando grita mucho muy fuerte",0.00462962962962963,"ninas",NA
"14","es como si su pelota hace mucho ruido por eso dice, es una pelota de gritos",NA,"ninas",0.00471698113207547
"15","es decir, que grita el hermanitp y la pelota",NA,"ninas",0.00471698113207547
"16","es lloron y es pelota de gritos",0.00462962962962963,"ninas",NA
"17","es muy escandaloso",0.00462962962962963,"ninas",NA
"18","es muy irritante y llora mucho",0.00462962962962963,"ninas",NA
"19","es porque siempre grita",NA,"ninas",0.00471698113207547
"20","es que su hermanito es igual a una pelota que grita mucho",NA,"ninas",0.00471698113207547
"21","es una pelota muy gritos",NA,"ninas",0.00471698113207547
"22","es una presion",NA,"ninas",0.00471698113207547
"23","es un nino griton",0.00462962962962963,"ninas",NA
"24","fer rovin",NA,"ninas",0.00471698113207547
"25","grita mucho",0.00462962962962963,"ninas",NA
"26","grita siempre me grita",0.00462962962962963,"ninas",NA
"27","la pelota tiene gritos",NA,"ninas",0.00471698113207547
"28","lenguaje literal",0.00462962962962963,"ninas",NA
"29","llora por ella",0.00462962962962963,"ninas",NA
"30","los ninos pequenos gritan mucho *",NA,"ninas",0.00471698113207547
"31","mas o menos le entendi",0.00462962962962963,"ninas",NA
"32","mi hermana es una pelota de risa",0.00462962962962963,"ninas",NA
"33","mi hermanito es de berrinches",NA,"ninas",0.00471698113207547
"34","mi hermanito es muy griton",NA,"ninas",0.00471698113207547
"35","mi hermanito es un nino que es de lo mejor de lo mejor",0.00462962962962963,"ninas",NA
"36","mi hermanito grita mucho",NA,"ninas",0.00471698113207547
"37","mi hermanito grita porque se eleva la pelota",0.00462962962962963,"ninas",NA
"38","mi hermanito tiene una pelota de gritos",NA,"ninas",0.00471698113207547
"39","mi hermano bebe chilla y grita mucho",0.00462962962962963,"ninas",NA
"40","mi hermano brinca mucho y llora de a gritos",NA,"ninas",0.00471698113207547
"41","mi hermano es una pelota que grita mucho*",0.00462962962962963,"ninas",NA
"42","mi hermano es un griton",0.00462962962962963,"ninas",NA
"43","mi hermano es un griton*",0.00462962962962963,"ninas",NA
"44","mi hermano grita mucho",0.0138888888888889,"ninas",0.160377358490566
"45","mi hermano grita mucho *",NA,"ninas",0.00471698113207547
"46","mi hermano grita mucho*",0.00925925925925926,"ninas",0.0424528301886792
"47","mi hermano grita mucho o simplemente llora mucho*",NA,"ninas",0.00471698113207547
"48","mi ? hermano se la pasa gritando",0.00462962962962963,"ninas",NA
"49","mi hermano siempre grita",0.00462962962962963,"ninas",NA
"50","mi hermano tiene una pelota de gritos",NA,"ninas",0.00471698113207547
"51","no? ? ",NA,"ninas",0.00471698113207547
"52","no entendi",NA,"ninas",0.00471698113207547
"53","no es una pelota de gritos es namas una pelota para jugar.",0.00462962962962963,"ninas",NA
"54","no grita porque no es como su hermano",0.00462962962962963,"ninas",NA
"55","no lo se",0.00462962962962963,"ninas",NA
"56","no para de gritar, o sea yo",0.00462962962962963,"ninas",NA
"57","no se",0.0185185185185185,"ninas",0.00471698113207547
"58","o sea que chilla mucho",0.00462962962962963,"ninas",NA
"59","porque algunos gritamos cuando queremos",0.00462962962962963,"ninas",NA
"60","porque cuando no le dan algo se enoja y empieza a gritar",0.00462962962962963,"ninas",NA
"61","porque cuando quiere algo y no se lo das empieza a llorar y gritar",NA,"ninas",0.00471698113207547
"62","porque esa pelota esta muy poco inflada",0.00462962962962963,"ninas",NA
"63","porque es gordito y grita mucho*",NA,"ninas",0.00471698113207547
"64","porque es latoso",0.00462962962962963,"ninas",NA
"65","porque es muy escandalosa",0.00462962962962963,"ninas",NA
"66","porque es muy griton, muy latoso.",NA,"ninas",0.00471698113207547
"67","porque es muy travieso o llora mucho",0.00462962962962963,"ninas",NA
"68","porque esta gordito y es griton",0.00462962962962963,"ninas",NA
"69","porque grita",0.00462962962962963,"ninas",NA
"70","porque grita cada rato",NA,"ninas",0.00471698113207547
"71","porque grita muchas veces",0.00462962962962963,"ninas",NA
"72","porque grita mucho",0.00462962962962963,"ninas",0.00943396226415094
"73","porque grita mucho, pero te agrega pelota",NA,"ninas",0.00471698113207547
"74","porque grita mucho y la pelota al rebotar suena",NA,"ninas",0.00471698113207547
"75","porque las hermanas por todo se enojan",0.00462962962962963,"ninas",NA
"76","porque le encanta gritar",0.00462962962962963,"ninas",NA
"77","porque llora y grita y hace berrinches",0.00462962962962963,"ninas",NA
"78","porque mi hermanito es gordo de muchos gritos",NA,"ninas",0.00471698113207547
"79","porque mi hermanito es muy latoso",NA,"ninas",0.00471698113207547
"80","porque no le gusta que rebote la pelota",NA,"ninas",0.00471698113207547
"81","porque no para de gritar",NA,"ninas",0.00471698113207547
"82","porque reganan mucho los hemanos",NA,"ninas",0.00471698113207547
"83","porque se expresa de manera en la que es como llora mucho",0.00462962962962963,"ninas",NA
"84","porque seguramente es un bebe y los bebes gritan y lloran*",0.00462962962962963,"ninas",NA
"85","porque su hermanito es pequeno y grita por eso",0.00462962962962963,"ninas",NA
"86","porque su hermano grita mucho o todo el dia",0.00462962962962963,"ninas",NA
"87","porque su hermano se la pasa gritando todo el tiempo",0.00462962962962963,"ninas",NA
"88","porque todo tiene que ser una pelota",0.00462962962962963,"ninas",NA
"89","puedes decir que su hermanito es algo gordito y grita mucho",NA,"ninas",0.00471698113207547
"90","pues se refiere a que su hermanito es muy griton o grita mucho",0.00462962962962963,"ninas",NA
"91","que a cada rato grita",0.00462962962962963,"ninas",NA
"92","que a su hermano le gustan los gritos",NA,"ninas",0.00471698113207547
"93","que bota",0.00462962962962963,"ninas",NA
"94","que como su hermanito grita mucho, tiene una pelota de gritos",NA,"ninas",0.00471698113207547
"95","que cuando grita es que quiere algo",0.00462962962962963,"ninas",NA
"96","que cuando juega con la pelota grita",0.00462962962962963,"ninas",NA
"97","que cuando quiere algo grita o cuando juega grita mucho",NA,"ninas",0.00471698113207547
"98","que cuando rebota suena como un grito",0.00462962962962963,"ninas",NA
"99","que el grita mucho",NA,"ninas",0.00471698113207547
"100","que el hermanito bebe siempre grita",0.00462962962962963,"ninas",NA
"101","que el hermanito grita todo el dia* ",NA,"ninas",0.00471698113207547
"102","que el hermano es ruidoso",NA,"ninas",0.00471698113207547
"103","que el hermano es travieso y grita mucho",0.00462962962962963,"ninas",NA
"104","que el hermano es una persona gritona",0.00462962962962963,"ninas",NA
"105","que el hermano siempre grita",0.00462962962962963,"ninas",NA
"106","que es aburrido",0.00462962962962963,"ninas",NA
"107","que ese hermanito llora mucho y grita mucho",0.00462962962962963,"ninas",NA
"108","que es gordo y grita mucho",0.00462962962962963,"ninas",NA
"109","que es griton",0.00462962962962963,"ninas",NA
"110","que es griton*",0.00462962962962963,"ninas",NA
"111","que es gritona",NA,"ninas",0.00471698113207547
"112","que es griton y juega con una pelota",0.00462962962962963,"ninas",NA
"113","que es muy divertido y grita mucho",0.00462962962962963,"ninas",NA
"114","que es muy enojon",0.00462962962962963,"ninas",NA
"115","que es muy griton*",0.00462962962962963,"ninas",NA
"116","que es muy gritona",0.00925925925925926,"ninas",NA
"117","que es muy jugueton y grita mucho",0.00462962962962963,"ninas",NA
"118","que esta gordito y grita mucho",NA,"ninas",0.00471698113207547
"119","que esta gritando todo el dia",0.00462962962962963,"ninas",NA
