"","word","ninos","author","proportion"
"1","abuelo",0.013953488372093,"ninas",0.013953488372093
"2","aceite",0.00465116279069767,"ninas",0.00465116279069767
"3","agua",0.00465116279069767,"ninas",0.00465116279069767
"4","aire",0.00465116279069767,"ninas",0.00465116279069767
"5","amanecer",0.00465116279069767,"ninas",0.00465116279069767
"6","amigo",0.00465116279069767,"ninas",0.00465116279069767
"7","arma",0.00930232558139535,"ninas",0.00930232558139535
"8","balon",0.0604651162790698,"ninas",0.0604651162790698
"9","balon ",0.00465116279069767,"ninas",0.00465116279069767
"10","bola",0.00465116279069767,"ninas",0.00465116279069767
"11","bombero",0.00465116279069767,"ninas",0.00465116279069767
"12","calor",0.00465116279069767,"ninas",0.00465116279069767
"13","carro",0.00465116279069767,"ninas",0.00465116279069767
"14","casi",0.00465116279069767,"ninas",0.00465116279069767
"15","cerillo",0.00930232558139535,"ninas",0.00930232558139535
"16","circulo",0.00930232558139535,"ninas",0.00930232558139535
"17","cocinero",0.00465116279069767,"ninas",0.00465116279069767
"18","corazon",0.00465116279069767,"ninas",0.00465116279069767
"19","cualquiera",0.00465116279069767,"ninas",0.00465116279069767
"20","diablo",0.00465116279069767,"ninas",0.00465116279069767
"21","(dormido)",0.00465116279069767,"ninas",0.00465116279069767
"22","dragon",0.00465116279069767,"ninas",0.00465116279069767
"23","(el ) o ella",0.00465116279069767,"ninas",0.00465116279069767
"24","el que madruga",0.00465116279069767,"ninas",0.00465116279069767
"25","encendedor",0.00930232558139535,"ninas",0.00930232558139535
"26","enemigo",0.00465116279069767,"ninas",0.00465116279069767
"27","enojo",0.00465116279069767,"ninas",0.00465116279069767
"28","fenomeno",0.00930232558139535,"ninas",0.00930232558139535
"29","fireball",0.00465116279069767,"ninas",0.00465116279069767
"30","fogata",0.00465116279069767,"ninas",0.00465116279069767
"31","fudon",0.00465116279069767,"ninas",0.00465116279069767
"32","fuego",0.0325581395348837,"ninas",0.0325581395348837
"33","gas",0.00465116279069767,"ninas",0.00465116279069767
"34","gato",0.00930232558139535,"ninas",0.00930232558139535
"35","hermano",0.00465116279069767,"ninas",0.00465116279069767
"36","hombre",0.027906976744186,"ninas",0.027906976744186
"37","juan",0.00465116279069767,"ninas",0.00465116279069767
"38","juega",0.00465116279069767,"ninas",0.00465116279069767
"39","jugador",0.00465116279069767,"ninas",0.00465116279069767
"40","la pelota",0.00465116279069767,"ninas",0.00465116279069767
"41","loco",0.00465116279069767,"ninas",0.00465116279069767
"42","mango",0.00465116279069767,"ninas",0.00465116279069767
"43","meteorito",0.00930232558139535,"ninas",0.00930232558139535
"44","meteoro",0.00465116279069767,"ninas",0.00465116279069767
"45","meteoro ",0.00930232558139535,"ninas",0.00930232558139535
"46","mr. senor",0.00465116279069767,"ninas",0.00465116279069767
"47","nino",0.027906976744186,"ninas",0.027906976744186
"48","no",0.00465116279069767,"ninas",0.00465116279069767
"49","no contesto",0.0186046511627907,"ninas",0.0186046511627907
"50","no entiendo",0.00465116279069767,"ninas",0.00465116279069767
"51","no entiendo nada",0.00465116279069767,"ninas",0.00465116279069767
"52","no la conozco",0.00465116279069767,"ninas",0.00465116279069767
"53","no respondio",0.013953488372093,"ninas",0.013953488372093
"54","odio",0.00465116279069767,"ninas",0.00465116279069767
"55","padre",0.00930232558139535,"ninas",0.00930232558139535
"56","papa",0.0186046511627907,"ninas",0.0186046511627907
"57","papel ",0.00465116279069767,"ninas",0.00465116279069767
"58","pelo",0.00465116279069767,"ninas",0.00465116279069767
"59","pelota",0.00465116279069767,"ninas",0.00465116279069767
"60","pelotas",0.013953488372093,"ninas",0.013953488372093
"61","perro",0.00930232558139535,"ninas",0.00930232558139535
"62","plata",0.00465116279069767,"ninas",0.00465116279069767
"63","primo",0.00465116279069767,"ninas",0.00465116279069767
"64","que cosa",0.00465116279069767,"ninas",0.00465116279069767
"65","quemador",0.00465116279069767,"ninas",0.00465116279069767
"66","rafles",0.00465116279069767,"ninas",0.00465116279069767
"67","rebota",0.00465116279069767,"ninas",0.00465116279069767
"68","rueda",0.00465116279069767,"ninas",0.00465116279069767
"69","senor",0.0186046511627907,"ninas",0.0186046511627907
"70","si",0.00465116279069767,"ninas",0.00465116279069767
"71","sin respuesta",0.00465116279069767,"ninas",0.00465116279069767
"72","sofa",0.00465116279069767,"ninas",0.00465116279069767
"73","sol",0.358139534883721,"ninas",0.358139534883721
"74","son tantas",0.00465116279069767,"ninas",0.00465116279069767
"75","tiene",0.00465116279069767,"ninas",0.00465116279069767
"76","tiene esa",0.00465116279069767,"ninas",0.00465116279069767
"77","tio",0.00930232558139535,"ninas",0.00930232558139535
"78","vecino",0.013953488372093,"ninas",0.013953488372093
"79","vecino de pelo rojo",0.00465116279069767,"ninas",0.00465116279069767
"80","viento",0.00465116279069767,"ninas",0.00465116279069767
"81","volcan",0.013953488372093,"ninas",0.013953488372093
