2_2_x,2_1_x,2_0_x,1_1_x,1_0_x,0_0_x
0.66844267,0.64576434,0,0.792794384,0,
0.593813494,0.163845162,0,0.15242228,0,
0.755568226,0.604102588,0.56416667,0.66745424,0.554347,
0.638518737,0.58201961,0.460771,0.6318085,0.49204463,
0.693985991,0.531076812,0,0.57186353,0,
0.563478302,0.520245502,0,0.55429435,0,
0.637303064,0.469354915,0,0.511649308,0,
0.549168368,0.463212583,0.5544266,0.51565474,0.5101534,
0.6413105,0.593813494,0.47069886,0.659722609,0.42416325,
0.635840411,0.597339515,0,0.65610576,0,
0.72833925,0.593813494,0,0.659722609,0,
0.607859214,0.459916635,0,0.4752215,0,
0.60776248,0.542796554,0.5492562,0.6127983,0.46345747,
0.55804837,0.556942893,0.5061771,0.63116264,0.43271744,
0.551316,0.434995888,0,0.496168991,0,
0.6831101,0.541161596,0,0.60624221,0,
0.721879204,0.615377658,0,0.6704622,0,
0.697720054,0.561304801,0.5864584,0.633274,0.442949483,
0.718805771,0.413726047,0.45423815,0.46105257,0.365861307,
0.690612362,0.447397944,0,0.49407947,0,
0.699705491,0.549604414,0,0.616517628,0,
0.729260216,0.091337681,0,0.116712056,0,
0.688824025,0.463378598,0.5455031,0.5100516,0.4868729,
0.723734843,0.020463644,0.4721488,0.025019934,0.46129072,
0.572753126,0.5954767,0,0.2705747,0,
0.6959089,0.659722609,0,0.30549675,0,
0.30777295,0.355735771,0,0.223291941,0,
0.569886004,0.667015394,0.5810962,0.292952112,0.5673457,
0.665737748,0.76876086,0.50998074,0.36808464,0.43208367,
0.716250198,0.671151891,0,0.305227749,0,
0.635932472,0.67057303,0,0.32189703,0,
0.619442214,0.76876086,0,0.36808464,0,
0.550629762,0.62463814,0.486572978,0.359869018,0.56007993,
0.638518737,0.672752033,0.410127007,0.285010333,0.50323546,
0.646633405,0.52885,0,0.23231873,0,
0.665983291,0.386200988,0,0.18201279,0,
0.565080141,0,0,0,0,
0.601245106,0.1808964,0.561241993,0.108438596,0.5673457,
0.53740134,0.24192709,0.51185995,0.09638596,0.43208367,
0.612428106,0.7728661,0,0.36762553,0,
0.616030022,0.1808964,0,0.108438596,0,
0.677561183,0.694348613,0,0.305745517,0,
0.60046435,0.672272209,0.23107076,0.302802931,0.4502885,
0.585062563,0.6266479,0.26126233,0.28727433,0.36968836,
0.540713202,0.588375425,0,0.255972205,0,
0.5781785,0.574183702,0,0.273421399,0,
0.633542071,0.5393431,0,0.2219656,0,
0.671273063,0.755568226,0.476542813,0.355735771,0.51311576,
0.66314416,0.708539551,0.419652159,0.308685,0.49223065,
0.6406496,0.755568226,0,0.355735771,0,
0.659451504,0.585194973,0,0.27176112,0,
0.663522898,0.623573036,0,0.267145674,0,
0.667239964,0.654204153,0.5709394,0.300692358,0.5352856,
0.65389124,0.506715786,0.49125198,0.222222049,0.46131763,
0.687807141,0.652658129,0,0.2867187,0,
0.575072616,0.6897563,0,0.29563314,0,
0.688100459,0.66329167,0,0.305296841,0,
0.2839036,0.4616512,0.5718786,0.17799668,0.439537667,
0.549670142,0.5848916,0.4701196,0.25888985,0.391454827,
0.656736317,0.636197331,0,0.293198961,0,
0.663132414,0.11313403,0,0.088001817,0,
0.672938873,0.530655363,,0.245766295,0,
0.64320636,-0.03374913,,-0.033273045,0.509071316,
0.577425824,0.55714589,,0.5565004,0.438713842,
0.693985991,0.6136482,,0.649123156,0,
0.665983291,0.303067441,,0.292952112,0,
0.784898639,0.634920587,,0.696985628,0,
0.627224166,0.74936384,,0.7696836,0.5948705,
0.634675914,0.627298646,,0.631778518,0.5703666,
0.581846895,0.60390157,,0.624637285,0,
0.6512181,0.74936384,,0.7696836,0,
0.650723898,0.573486956,,0.5386413,0,
0.7220545,0.625518702,,0.657384917,0.53197676,
0.639272554,0.480585467,,0.47655678,0.4613639,
0.618526265,0.385408192,,0.38852646,0,
0.60514589,0,,0,0,
0.57225704,0.22418207,,0.1687575,0,
0.6688501,0.24089742,,0.2416124,0.33733988,
0.729425127,0.71767616,,0.74202305,0.35080156,
0.694404948,0.22418207,,0.1687575,0,
0.6879538,0.692576827,,0.694425037,0,
0.688029493,0.654332152,,0.651524311,0,
0.710693114,0.604090481,,0.600656981,0.42367056,
0.706197482,0.595143908,,0.588520245,0.30249465,
0.711528854,0.524440584,,0.52968179,0,
0.728303413,0.5076003,,0.52753717,0,
0.599597093,0.638518737,,0.667015394,0,
0.723811612,0.6691296,,0.6822623,0.53694114,
0.29307002,0.638518737,,0.667015394,0.480417502,
0.576526175,0.5025733,,0.493569,0,
0.687372625,0.617724886,,0.623903451,0,
0.712461544,0.648072737,,0.6432561,0,
0.570652506,0.50011974,,0.501737763,0.13805903,
0.538880312,0.600820231,,0.617215861,0.077469006,
0.482627819,0.710475097,,0.70846754,0,
0.563478302,0.647364459,,0.659549673,0,
0.565080141,0.46810982,,0.4834764,0,
0.627224166,0.5121677,,0.4928902,0.432772803,
0.578106317,0.626458673,,0.622067785,0.401558976,
0.513586379,0.09380118,,0.0646519,0,
0.496439939,0.527370681,,0.525419713,0,
0.554325607,0.022259807,,0.011944532,,
0.545847439,0.5815237,,0.63888204,,
0.595252663,0.6547884,,0.78951275,,
0.542880401,0.319816388,,0.36808464,,
0.530453967,0.663651693,,0.7696836,,
0.47930051,0.80348104,,1,,
0.482690555,0.657364246,,0.72382987,,
0.558031397,0.6984618,,0.747656,,
0.601513018,0.80348104,,1,,
0.581719693,0.59750426,,0.6679206,,
0.557830059,0.667452874,,0.7743926,,
0.57895616,0.4669369,,0.55216885,,
0.594837373,0.398844212,,0.502114693,,
0.580656381,0,,0,,
0.598934768,0.17328423,,0.29637367,,
0.610595513,0.20695624,,0.20078488,,
0.522532685,0.783127,,0.9670492,,
0.615844827,0.17328423,,0.29637367,,
0.227926197,0.71538824,,0.8172129,,
0.486448064,0.679397751,,0.7615873,,
0.579667902,0.6418915,,0.71393776,,
0.602940112,0.611373478,,0.6792536,,
0.616638058,0.551917241,,0.604136914,,
0.60251915,0.52443784,,0.6236286,,
0.52171293,0.693985991,,0.76876086,,
0.637303064,0.7038621,,0.7815397,,
0.601245106,0.693985991,,0.76876086,,
0.634675914,0.5170804,,0.5610399,,
0.513586379,0.639142155,,0.73915285,,
0.69768557,0.669856983,,0.75182354,,
0.518047776,0.523436506,,0.586771977,,
0.58335286,0.645957036,,0.720348024,,
0.605190173,0.7420008,,0.82854384,,
0.6538346,0.697640384,,0.7622574,,
0.569299273,0.48308298,,0.5318133,,
0.552453649,0.5383424,,0.5685885,,
0.5285509,0.66117203,,0.752651415,,
0.54718846,0.11591041,,0.13752216,,
0.61183447,0.552914853,,0.612917888,,
0.662938349,-0.016720588,,-0.020478064,,
0.622939516,0.486367605,,0.580259241,,
0.63377094,0.548693502,,0.611608098,,
0.614926069,0.258925841,,0.305227749,,
0.645174757,0.577884403,,0.631778518,,
0.638613231,0.687764227,,0.72382987,,
0.637229249,0.55040838,,0.658772803,,
0.651091387,0.594017291,,0.619641816,,
0.524114319,0.687764227,,0.72382987,,
0.665798907,0.457341567,,0.56576294,,
0.31563556,0.560749485,,0.639468121,,
0.533130722,0.387892451,,0.47601864,,
0.630025347,0.35385732,,0.371036491,,
0.651258821,0,,0,,
0.547086982,0.160567189,,0.18879595,,
0.508494311,0.167847312,,0.254586,,
0.472033587,0.649868143,,0.7117388,,
0.549168368,0.160567189,,0.18879595,,
0.53740134,0.606107154,,0.675292591,,
0.581846895,0.573587077,,0.666469355,,
0.496439939,0.538196178,,0.6071451,,
0.518047776,0.517002169,,0.596179898,,
0.562946469,0.465230148,,0.545267642,,
0.55881456,0.450693878,,0.5215923,,
0.5519657,0.563478302,,0.671151891,,
0.590848494,0.592027527,,0.676572257,,
0.537370092,0.563478302,,0.671151891,,
0.536955296,0.424432003,,0.547784626,,
0.474956598,0.540801511,,0.604145999,,
0.516724356,0.562386945,,0.643589718,,
0.530360823,0.446324113,,0.502404897,,
0.588968004,0.537115653,,0.616769061,,
0.552016034,0.622312662,,0.70367956,,
0.544865634,0.592958359,,0.644020515,,
0.551904115,0.410171705,,0.47169122,,
0.595733233,0.440482018,,0.583970794,,
0.557319039,0.557220107,,0.621052698,,
0.581050128,0.074934587,,0.12399505,,
0.587913112,0.466041371,,0.515142775,,
0.48609026,0.017509425,,0.02245922,,
0.595891228,0.540627,,0.54493994,,
0.25402301,0.624761,,0.618544723,,
0.482140633,0.277747011,,0.321897,,
0.565724153,0.598996921,,0.624637285,,
0.584286412,0.70261204,,0.747656,,
0.6234878,0.607562121,,0.619641816,,
0.588789288,0.580341,,0.708319056,,
0.560632555,0.70261204,,0.747656,,
0.64131045,0.53961927,,0.5461214,,
0.612428106,0.604455275,,0.6193896,,
0.65121824,0.49133867,,0.43781027,,
0.554325607,0.371220725,,0.376960335,,
0.5833528,0,,0,,
0.55881456,0.2002817,,0.1592227,,
0.690860333,0.26617953,,0.18581973,,
0.617465859,0.70775694,,0.7287048,,
0.69563663,0.2002817,,0.1592227,,
0.622430478,0.668141449,,0.6504328,,
0.626254746,0.639178056,,0.6338513,,
0.53266865,0.58522695,,0.5921074,,
0.604183233,0.552166133,,0.5555931,,
0.634342879,0.511234332,,0.533919448,,
0.67896974,0.5036487,,0.49289566,,
0.650780575,0.637303064,,0.67057303,,
0.650847959,0.65308124,,0.6556742,,
0.651241272,0.637303064,,0.67057303,,
0.687364861,0.5196255,,0.51736647,,
0.6498484,0.602242465,,0.5805832,,
0.662749869,0.625919508,,0.61100584,,
0.679007765,0.490939844,,0.481979925,,
0.573991445,0.589244535,,0.604984701,,
0.65972495,0.66993934,,0.6614879,,
0.24754529,0.602075479,,0.65626514,,
0.5516831,0.4343528,,0.4274634,,
0.647419565,0.53392065,,0.54176617,,
0.6651849,0.606057812,,0.607993139,,
0.608092352,0.09404169,,0.11308549,,
0.58555835,0.505765679,,0.501795403,,
0.536532107,0.003357658,,0.011944532,,
0.635840411,0.475021497,,0.63888204,,
0.616030022,0.548473464,,0.78951275,,
0.650723898,0.231192604,,0.36808464,,
0.545847439,0.558357669,,0.7696836,,
0.605190173,0.660245091,,1,,
0.5519657,0.529606762,,0.72382987,,
0.617465859,0.527673291,,0.747656,,
0.663064901,0.660245091,,1,,
0.674539984,0.45336356,,0.6679206,,
0.603641199,0.58954442,,0.7743926,,
0.598350686,0.411841583,,0.55216885,,
0.5649351,0.338538835,,0.502114693,,
0.582964126,0,,0,,
0.615961879,0.158493755,,0.29637367,,
0.656021442,0.187528174,,0.20078488,,
0.638462285,0.633236378,,0.9670492,,
0.62558687,0.158493755,,0.29637367,,
0.630123402,0.601458234,,0.8172129,,
0.663769898,0.556963441,,0.7615873,,
0.638213039,0.501934059,,0.71393776,,
0.649867278,0.512344015,,0.6792536,,
0.664966151,0.435139141,,0.604136914,,
0.553726747,0.48455065,,0.6236286,,
0.680206073,0.549168368,,0.76876086,,
0.3340039,0.584909537,,0.7815397,,
0.541895365,0.549168368,,0.76876086,,
0.638778828,0.405594263,,0.5610399,,
0.656695998,0.547920446,,0.73915285,,
0.6922772,0.545041198,,0.75182354,,
0.6737844,0.438030287,,0.586771977,,
0.620249892,0.533805822,,0.720348024,,
0.72833925,0.622612894,,0.82854384,,
0.677561183,0.552704812,,0.7622574,,
0.7220544,0.444655607,,0.5318133,,
0.595252663,0.422219697,,0.5685885,,
0.6538346,0.537315001,,0.752651415,,
0.590848494,0.055633627,,0.13752216,,
0.69563663,0.445593078,,0.612917888,,
0.674539984,-0.023694826,,0.022219496,,
0.784813363,0.568975134,,0.5046541,,
0.660059043,0.6105031,,0.5745368,,
0.63376427,0.2672898,,0.359869018,,
0.55374986,0.6377563,,0.53864133,,
0.61652493,0.7246913,,0.6679206,,
0.711644097,0.637322144,,0.56576294,,
0.74511987,0.60001904,,0.5461214,,
0.730554441,0.7246913,,0.6679206,,
0.736578,0.52992505,,0.712325364,,
0.725187,0.67571699,,0.5664053,,
0.73905385,0.46802965,,0.46490228,,
0.74473107,0.366106021,,0.341363939,,
0.71654516,0,,0,,
0.75926316,0.163901,,0.2435544,,
0.618239635,0.2719915,,0.2184906,,
0.751660383,0.6932649,,0.6721037,,
0.3119071,0.163901,,0.2435544,,
0.60256895,0.679104802,,0.58712226,,
0.71037865,0.654972806,,0.5806304,,
0.753205063,0.5887913,,0.5242502,,
0.602545061,0.608809047,,0.49650654,,
0.57027838,0.514433833,,0.483503359,,
0.525691589,0.553876819,,0.47424912,,
0.607859214,0.64131045,,0.62463814,,
0.60046435,0.674123874,,0.59684277,,
0.639272554,0.64131045,,0.62463814,,
0.542880401,0.49426636,,0.50502837,,
0.569299273,0.611221044,,0.5322015,,
0.537370092,0.62455687,,0.567968,,
0.622430478,0.50590049,,0.431846651,,
0.603641199,0.618585869,,0.541726011,,
0.660059043,0.710442486,,0.59605396,,
0.622052708,0.637183779,,0.5577937,,
0.579156298,0.531380517,,0.39385784,,
0.517982834,0.5427209,,0.4912029,,
0.574113706,0.604156733,,0.552074784,,
0.603125445,0.08813008,,0.122953266,,
0.639738976,0.505674352,,0.466564962,,
0.632095716,-0.012442417,,0.026179582,,
0.617720489,0.54814846,,0.56719506,,
0.629231665,0.61343205,,0.64591986,,
0.650149976,0.265833966,,0.285010333,,
0.622958567,0.629166948,,0.657384917,,
0.6293828,0.7264608,,0.7743926,,
0.653674446,0.607526097,,0.639468121,,
0.559829716,0.58526963,,0.61938953,,
0.652264558,0.7264608,,0.7743926,,
0.27335143,0.52818346,,0.56640536,,
